Group1,Route_ID,Route_Stop_ID,Vehicle_Name,Vehicle_Arrival_Time_Client,Vehicle_Departure_Time_Client,Scheduled_Departure_Time_Client1
1-Jun,4) Cypress PM,SRA,CYPRESS,6/1/2015 18:27,6/1/2015 18:27,6/1/2015 18:26
1-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/1/2015 18:28,6/1/2015 18:29,6/1/2015 18:27
1-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/1/2015 18:30,6/1/2015 18:30,6/1/2015 18:29
1-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/1/2015 18:31,6/1/2015 18:31,6/1/2015 18:30
1-Jun,4) Cypress PM,Avaya,CYPRESS,6/1/2015 18:33,6/1/2015 18:33,6/1/2015 18:33
1-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/1/2015 18:35,6/1/2015 18:35,6/1/2015 18:35
1-Jun,4) Cypress PM,CGI,CYPRESS,6/1/2015 18:35,6/1/2015 18:36,6/1/2015 18:36
1-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/1/2015 18:51,6/1/2015 18:54,6/1/2015 18:55
2-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/2/2015 15:32,6/2/2015 15:33,6/2/2015 15:30
2-Jun,4) Cypress PM,Parkway Woods,,,,6/2/2015 15:33
2-Jun,4) Cypress PM,SRA,CYPRESS,6/2/2015 15:40,6/2/2015 15:40,6/2/2015 15:36
2-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/2/2015 15:41,6/2/2015 15:41,6/2/2015 15:37
2-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/2/2015 15:43,6/2/2015 15:43,6/2/2015 15:39
2-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/2/2015 15:44,6/2/2015 15:44,6/2/2015 15:40
2-Jun,4) Cypress PM,Avaya,,,,6/2/2015 15:43
2-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/2/2015 15:47,6/2/2015 15:47,6/2/2015 15:45
2-Jun,4) Cypress PM,CGI,CYPRESS,6/2/2015 15:47,6/2/2015 15:48,6/2/2015 15:46
2-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/2/2015 16:02,6/2/2015 16:07,6/2/2015 16:05
2-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/2/2015 16:23,6/2/2015 16:23,6/2/2015 16:23
2-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/2/2015 16:24,6/2/2015 16:24,6/2/2015 16:24
2-Jun,4) Cypress PM,The Gates,,,,6/2/2015 16:27
2-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/2/2015 16:31,6/2/2015 16:31,6/2/2015 16:30
2-Jun,4) Cypress PM,Hyatt,CYPRESS,6/2/2015 16:34,6/2/2015 16:34,6/2/2015 16:33
2-Jun,4) Cypress PM,East Market,CYPRESS,6/2/2015 16:37,6/2/2015 16:38,6/2/2015 16:36
2-Jun,4) Cypress PM,The Arbors,CYPRESS,6/2/2015 16:39,6/2/2015 16:39,6/2/2015 16:39
2-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/2/2015 16:56,6/2/2015 16:56,6/2/2015 16:55
2-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/2/2015 16:42,6/2/2015 16:42,6/2/2015 16:58
2-Jun,4) Cypress PM,SRA,CYPRESS,6/2/2015 17:01,6/2/2015 17:02,6/2/2015 17:01
2-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/2/2015 17:02,6/2/2015 17:03,6/2/2015 17:02
2-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/2/2015 17:03,6/2/2015 17:04,6/2/2015 17:04
2-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/2/2015 17:04,6/2/2015 17:05,6/2/2015 17:05
2-Jun,4) Cypress PM,Avaya,CYPRESS,6/2/2015 17:07,6/2/2015 17:07,6/2/2015 17:08
2-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/2/2015 17:09,6/2/2015 17:09,6/2/2015 17:10
2-Jun,4) Cypress PM,CGI,CYPRESS,6/2/2015 17:10,6/2/2015 17:11,6/2/2015 17:11
2-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/2/2015 17:29,6/2/2015 17:31,6/2/2015 17:30
2-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/2/2015 17:48,6/2/2015 17:48,6/2/2015 17:48
2-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/2/2015 17:49,6/2/2015 17:50,6/2/2015 17:49
2-Jun,4) Cypress PM,The Gates,,,,6/2/2015 17:52
2-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/2/2015 17:55,6/2/2015 17:57,6/2/2015 17:55
2-Jun,4) Cypress PM,Hyatt,CYPRESS,6/2/2015 18:01,6/2/2015 18:02,6/2/2015 17:58
2-Jun,4) Cypress PM,East Market,CYPRESS,6/2/2015 18:05,6/2/2015 18:05,6/2/2015 18:01
2-Jun,4) Cypress PM,The Arbors,CYPRESS,6/2/2015 18:07,6/2/2015 18:08,6/2/2015 18:04
2-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/2/2015 18:20,6/2/2015 18:20,6/2/2015 18:20
2-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/2/2015 18:09,6/2/2015 18:09,6/2/2015 18:23
2-Jun,4) Cypress PM,SRA,CYPRESS,6/2/2015 18:26,6/2/2015 18:26,6/2/2015 18:26
2-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/2/2015 18:27,6/2/2015 18:27,6/2/2015 18:27
2-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/2/2015 18:30,6/2/2015 18:30,6/2/2015 18:29
2-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/2/2015 18:31,6/2/2015 18:31,6/2/2015 18:30
2-Jun,4) Cypress PM,Avaya,CYPRESS,6/2/2015 18:33,6/2/2015 18:34,6/2/2015 18:33
2-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/2/2015 18:35,6/2/2015 18:36,6/2/2015 18:35
2-Jun,4) Cypress PM,CGI,CYPRESS,6/2/2015 18:36,6/2/2015 18:37,6/2/2015 18:36
2-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/2/2015 18:51,6/2/2015 18:52,6/2/2015 18:55
3-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/3/2015 15:30,6/3/2015 15:30,6/3/2015 15:30
3-Jun,4) Cypress PM,Parkway Woods,,,,6/3/2015 15:33
3-Jun,4) Cypress PM,SRA,CYPRESS,6/3/2015 15:35,6/3/2015 15:36,6/3/2015 15:36
3-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/3/2015 15:37,6/3/2015 15:37,6/3/2015 15:37
3-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/3/2015 15:40,6/3/2015 15:41,6/3/2015 15:39
3-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/3/2015 15:41,6/3/2015 15:41,6/3/2015 15:40
3-Jun,4) Cypress PM,Avaya,CYPRESS,6/3/2015 15:43,6/3/2015 15:43,6/3/2015 15:43
3-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/3/2015 15:45,6/3/2015 15:45,6/3/2015 15:45
3-Jun,4) Cypress PM,CGI,CYPRESS,6/3/2015 15:46,6/3/2015 15:47,6/3/2015 15:46
3-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/3/2015 16:05,6/3/2015 16:07,6/3/2015 16:05
3-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/3/2015 16:24,6/3/2015 16:24,6/3/2015 16:23
3-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/3/2015 16:24,6/3/2015 16:24,6/3/2015 16:24
3-Jun,4) Cypress PM,The Gates,,,,6/3/2015 16:27
3-Jun,4) Cypress PM,Eaves Apts,,,,6/3/2015 16:30
3-Jun,4) Cypress PM,Hyatt,CYPRESS,6/3/2015 16:30,6/3/2015 16:31,6/3/2015 16:33
3-Jun,4) Cypress PM,East Market,CYPRESS,6/3/2015 16:34,6/3/2015 16:36,6/3/2015 16:36
3-Jun,4) Cypress PM,The Arbors,CYPRESS,6/3/2015 16:37,6/3/2015 16:37,6/3/2015 16:39
3-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/3/2015 16:56,6/3/2015 16:56,6/3/2015 16:55
3-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/3/2015 16:40,6/3/2015 16:40,6/3/2015 16:58
3-Jun,4) Cypress PM,SRA,CYPRESS,6/3/2015 17:02,6/3/2015 17:02,6/3/2015 17:01
3-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/3/2015 17:02,6/3/2015 17:03,6/3/2015 17:02
3-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/3/2015 17:04,6/3/2015 17:04,6/3/2015 17:04
3-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/3/2015 17:05,6/3/2015 17:05,6/3/2015 17:05
3-Jun,4) Cypress PM,Avaya,CYPRESS,6/3/2015 17:07,6/3/2015 17:08,6/3/2015 17:08
3-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/3/2015 17:10,6/3/2015 17:10,6/3/2015 17:10
3-Jun,4) Cypress PM,CGI,CYPRESS,6/3/2015 17:11,6/3/2015 17:12,6/3/2015 17:11
3-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/3/2015 17:29,6/3/2015 17:31,6/3/2015 17:30
3-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/3/2015 17:51,6/3/2015 17:51,6/3/2015 17:48
3-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/3/2015 17:51,6/3/2015 17:52,6/3/2015 17:49
3-Jun,4) Cypress PM,The Gates,,,,6/3/2015 17:52
3-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/3/2015 17:58,6/3/2015 17:59,6/3/2015 17:55
3-Jun,4) Cypress PM,Hyatt,CYPRESS,6/3/2015 18:03,6/3/2015 18:03,6/3/2015 17:58
3-Jun,4) Cypress PM,East Market,CYPRESS,6/3/2015 18:07,6/3/2015 18:08,6/3/2015 18:01
3-Jun,4) Cypress PM,The Arbors,CYPRESS,6/3/2015 18:09,6/3/2015 18:09,6/3/2015 18:04
3-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/3/2015 18:21,6/3/2015 18:21,6/3/2015 18:20
3-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/3/2015 18:13,6/3/2015 18:13,6/3/2015 18:23
3-Jun,4) Cypress PM,SRA,CYPRESS,6/3/2015 18:25,6/3/2015 18:26,6/3/2015 18:26
3-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/3/2015 18:27,6/3/2015 18:27,6/3/2015 18:27
3-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/3/2015 18:28,6/3/2015 18:29,6/3/2015 18:29
3-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/3/2015 18:29,6/3/2015 18:30,6/3/2015 18:30
3-Jun,4) Cypress PM,Avaya,CYPRESS,6/3/2015 18:33,6/3/2015 18:34,6/3/2015 18:33
3-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/3/2015 18:35,6/3/2015 18:35,6/3/2015 18:35
3-Jun,4) Cypress PM,CGI,CYPRESS,6/3/2015 18:36,6/3/2015 18:37,6/3/2015 18:36
3-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/3/2015 18:54,6/3/2015 18:55,6/3/2015 18:55
4-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/4/2015 15:31,6/4/2015 15:31,6/4/2015 15:30
4-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/4/2015 15:34,6/4/2015 15:34,6/4/2015 15:33
4-Jun,4) Cypress PM,SRA,CYPRESS,6/4/2015 15:38,6/4/2015 15:38,6/4/2015 15:36
4-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/4/2015 15:38,6/4/2015 15:39,6/4/2015 15:37
4-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/4/2015 15:40,6/4/2015 15:40,6/4/2015 15:39
4-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/4/2015 15:41,6/4/2015 15:41,6/4/2015 15:40
4-Jun,4) Cypress PM,Avaya,CYPRESS,6/4/2015 15:43,6/4/2015 15:43,6/4/2015 15:43
4-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/4/2015 15:44,6/4/2015 15:44,6/4/2015 15:45
4-Jun,4) Cypress PM,CGI,CYPRESS,6/4/2015 15:45,6/4/2015 15:47,6/4/2015 15:46
4-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/4/2015 16:10,6/4/2015 16:12,6/4/2015 16:05
4-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/4/2015 16:30,6/4/2015 16:30,6/4/2015 16:23
4-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/4/2015 16:30,6/4/2015 16:30,6/4/2015 16:24
4-Jun,4) Cypress PM,The Gates,,,,6/4/2015 16:27
4-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/4/2015 16:37,6/4/2015 16:38,6/4/2015 16:30
4-Jun,4) Cypress PM,Hyatt,CYPRESS,6/4/2015 16:41,6/4/2015 16:42,6/4/2015 16:33
4-Jun,4) Cypress PM,East Market,CYPRESS,6/4/2015 16:44,6/4/2015 16:46,6/4/2015 16:36
4-Jun,4) Cypress PM,The Arbors,CYPRESS,6/4/2015 16:47,6/4/2015 16:49,6/4/2015 16:39
4-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/4/2015 16:57,6/4/2015 16:57,6/4/2015 16:55
4-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/4/2015 16:59,6/4/2015 16:59,6/4/2015 16:58
4-Jun,4) Cypress PM,SRA,CYPRESS,6/4/2015 17:04,6/4/2015 17:04,6/4/2015 17:01
4-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/4/2015 17:05,6/4/2015 17:05,6/4/2015 17:02
4-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/4/2015 17:08,6/4/2015 17:08,6/4/2015 17:04
4-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/4/2015 17:09,6/4/2015 17:10,6/4/2015 17:05
4-Jun,4) Cypress PM,Avaya,CYPRESS,6/4/2015 17:12,6/4/2015 17:12,6/4/2015 17:08
4-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/4/2015 17:12,6/4/2015 17:12,6/4/2015 17:10
4-Jun,4) Cypress PM,CGI,CYPRESS,6/4/2015 17:14,6/4/2015 17:15,6/4/2015 17:11
4-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/4/2015 17:39,6/4/2015 17:40,6/4/2015 17:30
4-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/4/2015 18:05,6/4/2015 18:05,6/4/2015 17:48
4-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/4/2015 18:05,6/4/2015 18:05,6/4/2015 17:49
4-Jun,4) Cypress PM,The Gates,,,,6/4/2015 17:52
4-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/4/2015 18:12,6/4/2015 18:12,6/4/2015 17:55
4-Jun,4) Cypress PM,Hyatt,CYPRESS,6/4/2015 18:17,6/4/2015 18:17,6/4/2015 17:58
4-Jun,4) Cypress PM,East Market,CYPRESS,6/4/2015 18:19,6/4/2015 18:21,6/4/2015 18:01
4-Jun,4) Cypress PM,The Arbors,CYPRESS,6/4/2015 18:22,6/4/2015 18:23,6/4/2015 18:04
4-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/4/2015 18:27,6/4/2015 18:28,6/4/2015 18:20
4-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/4/2015 18:25,6/4/2015 18:25,6/4/2015 18:23
4-Jun,4) Cypress PM,SRA,CYPRESS,6/4/2015 18:32,6/4/2015 18:32,6/4/2015 18:26
4-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/4/2015 18:33,6/4/2015 18:33,6/4/2015 18:27
4-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/4/2015 18:34,6/4/2015 18:35,6/4/2015 18:29
4-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/4/2015 18:35,6/4/2015 18:36,6/4/2015 18:30
4-Jun,4) Cypress PM,Avaya,CYPRESS,6/4/2015 18:37,6/4/2015 18:37,6/4/2015 18:33
4-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/4/2015 18:38,6/4/2015 18:38,6/4/2015 18:35
4-Jun,4) Cypress PM,CGI,CYPRESS,6/4/2015 18:39,6/4/2015 18:40,6/4/2015 18:36
4-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/4/2015 19:02,6/4/2015 19:02,6/4/2015 18:55
5-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/5/2015 15:27,6/5/2015 15:32,6/5/2015 15:30
5-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/5/2015 15:34,6/5/2015 15:34,6/5/2015 15:33
5-Jun,4) Cypress PM,SRA,CYPRESS,6/5/2015 15:38,6/5/2015 15:38,6/5/2015 15:36
5-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/5/2015 15:39,6/5/2015 15:39,6/5/2015 15:37
5-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/5/2015 15:40,6/5/2015 15:41,6/5/2015 15:39
5-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/5/2015 15:42,6/5/2015 15:42,6/5/2015 15:40
5-Jun,4) Cypress PM,Avaya,CYPRESS,6/5/2015 15:43,6/5/2015 15:44,6/5/2015 15:43
5-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/5/2015 15:45,6/5/2015 15:45,6/5/2015 15:45
5-Jun,4) Cypress PM,CGI,CYPRESS,6/5/2015 15:46,6/5/2015 15:47,6/5/2015 15:46
5-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/5/2015 16:08,6/5/2015 16:10,6/5/2015 16:05
5-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/5/2015 16:27,6/5/2015 16:27,6/5/2015 16:23
5-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/5/2015 16:28,6/5/2015 16:29,6/5/2015 16:24
5-Jun,4) Cypress PM,The Gates,,,,6/5/2015 16:27
5-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/5/2015 16:34,6/5/2015 16:35,6/5/2015 16:30
5-Jun,4) Cypress PM,Hyatt,CYPRESS,6/5/2015 16:39,6/5/2015 16:39,6/5/2015 16:33
5-Jun,4) Cypress PM,East Market,CYPRESS,6/5/2015 16:43,6/5/2015 16:43,6/5/2015 16:36
5-Jun,4) Cypress PM,The Arbors,CYPRESS,6/5/2015 16:45,6/5/2015 16:45,6/5/2015 16:39
5-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/5/2015 16:51,6/5/2015 16:56,6/5/2015 16:55
5-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/5/2015 16:49,6/5/2015 16:49,6/5/2015 16:58
5-Jun,4) Cypress PM,SRA,CYPRESS,6/5/2015 17:02,6/5/2015 17:03,6/5/2015 17:01
5-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/5/2015 17:03,6/5/2015 17:04,6/5/2015 17:02
5-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/5/2015 17:06,6/5/2015 17:07,6/5/2015 17:04
5-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/5/2015 17:07,6/5/2015 17:07,6/5/2015 17:05
5-Jun,4) Cypress PM,Avaya,,,,6/5/2015 17:08
5-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/5/2015 17:10,6/5/2015 17:10,6/5/2015 17:10
5-Jun,4) Cypress PM,CGI,CYPRESS,6/5/2015 17:12,6/5/2015 17:13,6/5/2015 17:11
5-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/5/2015 17:32,6/5/2015 17:34,6/5/2015 17:30
5-Jun,4) Cypress PM,Windsor Apts,CYPRESS,6/5/2015 17:58,6/5/2015 17:58,6/5/2015 17:48
5-Jun,4) Cypress PM,Camden Apts,CYPRESS,6/5/2015 17:58,6/5/2015 17:59,6/5/2015 17:49
5-Jun,4) Cypress PM,The Gates,,,,6/5/2015 17:52
5-Jun,4) Cypress PM,Eaves Apts,CYPRESS,6/5/2015 18:04,6/5/2015 18:04,6/5/2015 17:55
5-Jun,4) Cypress PM,Hyatt,CYPRESS,6/5/2015 18:08,6/5/2015 18:08,6/5/2015 17:58
5-Jun,4) Cypress PM,East Market,CYPRESS,6/5/2015 18:11,6/5/2015 18:14,6/5/2015 18:01
5-Jun,4) Cypress PM,The Arbors,CYPRESS,6/5/2015 18:14,6/5/2015 18:16,6/5/2015 18:04
5-Jun,4) Cypress PM,Northrup Grumman,CYPRESS,6/5/2015 18:22,6/5/2015 18:22,6/5/2015 18:20
5-Jun,4) Cypress PM,Parkway Woods,CYPRESS,6/5/2015 18:23,6/5/2015 18:23,6/5/2015 18:23
5-Jun,4) Cypress PM,SRA,CYPRESS,6/5/2015 18:28,6/5/2015 18:30,6/5/2015 18:26
5-Jun,4) Cypress PM,Ellucian AFCEA,CYPRESS,6/5/2015 18:30,6/5/2015 18:30,6/5/2015 18:27
5-Jun,4) Cypress PM,Fair Lakes II,CYPRESS,6/5/2015 18:31,6/5/2015 18:32,6/5/2015 18:29
5-Jun,4) Cypress PM,Fair Lakes I,CYPRESS,6/5/2015 18:33,6/5/2015 18:33,6/5/2015 18:30
5-Jun,4) Cypress PM,Avaya,,,,6/5/2015 18:33
5-Jun,4) Cypress PM,Argon Plaza,CYPRESS,6/5/2015 18:35,6/5/2015 18:36,6/5/2015 18:35
5-Jun,4) Cypress PM,CGI,CYPRESS,6/5/2015 18:36,6/5/2015 18:37,6/5/2015 18:36
5-Jun,4) Cypress PM,Vienna Metro,CYPRESS,6/5/2015 18:55,6/5/2015 18:56,6/5/2015 18:55
